stimulus_number,r_score
124561,-1.5543369258352868e-08
508594,-2.1139703321182424e-08
981114,3.099505363479693e-08
1952388,-3.156468153520109e-08
1699423,-4.0213063101646185e-08
573307,4.078136228713447e-08
1476338,4.2021675028536265e-08
2761256,5.848233541883019e-08
2361188,7.15268484441367e-08
2281855,-7.173043314878669e-08
2714568,-7.787402722669867e-08
974490,8.64684253087944e-08
738193,9.577650672554228e-08
684812,1.0270947115031959e-07
1129367,1.045352888695561e-07
345819,-1.1927039622605662e-07
2037657,1.2565567431011004e-07
2026428,1.3665388109984633e-07
2515674,1.4720899343956262e-07
1166721,1.5687596999214293e-07
306864,1.5959507493334968e-07
368411,-1.7134878760316496e-07
1275389,-2.0458686833535467e-07
81565,-2.079260212894951e-07
2748928,2.0911846831950243e-07
359208,-2.1688339302272652e-07
1626495,-2.2034218716271425e-07
487604,-2.2786817055475694e-07
1644380,-3.0227718639253e-07
2656189,-3.087171194238181e-07
1150477,3.111800594979286e-07
326000,-3.1995583071875444e-07
1497510,-3.2376411240875314e-07
2732172,-3.344815979744453e-07
1093240,3.416740241846128e-07
2752931,-3.538888222465175e-07
979464,3.6205133824296354e-07
2151802,3.639560475221515e-07
1641534,3.7315706435947504e-07
1150777,3.9118489780776144e-07
1457482,4.003599372026656e-07
183170,4.0392828282165283e-07
750984,-4.0830664715940657e-07
470659,4.112266935862863e-07
2054667,4.1946395867853425e-07
327878,-4.26848828283255e-07
2430688,4.282001953015424e-07
2549059,-4.652172833630175e-07
1398645,-4.762023309012875e-07
2613791,-4.957387318427209e-07
1266978,-5.008511152482242e-07
620484,5.237410505287698e-07
1174701,5.2376549319888e-07
2244945,-5.443486656986352e-07
2392806,5.624422669825435e-07
2627531,-5.779094180979882e-07
1925732,5.88198702189402e-07
2232184,5.988694056213717e-07
2596030,-6.019211582497519e-07
806711,6.204740543580556e-07
2068625,6.206203693182033e-07
1014311,6.226956656973925e-07
2483635,-6.292992793532903e-07
2221193,6.438069135583646e-07
1931522,-6.506801923933381e-07
949589,6.925859565853898e-07
1876022,6.965410079828871e-07
240125,-7.115385187717038e-07
1882293,-7.115814355529437e-07
2496483,7.177979455263994e-07
2293392,7.19601132459502e-07
2688390,7.312856951102731e-07
709477,7.434279609697114e-07
772908,-7.576829830213683e-07
848598,-7.599495575050241e-07
755761,7.620584483447601e-07
2086544,-7.682555747123843e-07
1363929,-7.808895929883874e-07
572006,7.857798891564016e-07
2110118,7.888052664384304e-07
2061058,8.281040209112689e-07
678636,8.335442771567614e-07
490737,-8.386675176552671e-07
504508,-8.447020150015305e-07
2489849,-8.501997399434913e-07
1569168,-8.645402544971148e-07
218335,-8.709859571354173e-07
786140,8.750592996875639e-07
932267,8.765070447225298e-07
425479,8.982259487311239e-07
490000,9.028535714605823e-07
2749230,-9.152270763479464e-07
1037196,9.265434641747561e-07
2760972,-9.476747209191672e-07
1223816,-9.66243874245265e-07
1964145,9.72239718066703e-07
1786634,9.73014834926289e-07
905279,-9.76121782514383e-07
1042932,9.939973324435414e-07
373493,1.0107376056112116e-06
970558,-1.0350629509048304e-06
92863,1.0424481615700643e-06
671378,1.0425219443277456e-06
1993781,1.0523125411054934e-06
2532706,1.054478389050928e-06
1434688,1.0587899623715202e-06
29940,-1.1104583563792403e-06
2488289,1.1187930795131251e-06
1143429,1.1520883163029794e-06
1188390,1.1528112509040511e-06
2678899,1.1556368235687842e-06
480499,1.1726563116098987e-06
795524,1.172678253169579e-06
829992,1.1756449111999245e-06
734031,-1.1813731362053659e-06
1669742,-1.211414428325952e-06
2481357,1.2175584060969413e-06
1175276,-1.2195258705105516e-06
2529157,1.2220101552884444e-06
467077,1.2257180515007349e-06
1482358,-1.2370866215860588e-06
852295,1.2387995411700103e-06
2058014,1.2623373777387314e-06
1385020,-1.2643616855712025e-06
2449918,1.2689381492236862e-06
357011,-1.2746395441354252e-06
2379956,1.2792986581189325e-06
1680819,1.2838379461754812e-06
387555,-1.2869485317423823e-06
1909149,-1.2906315305372118e-06
1517943,-1.2993085647394764e-06
1915589,-1.3202017044022796e-06
2555744,-1.3291394225234399e-06
1694719,-1.3337282780412352e-06
2642156,-1.336069203716761e-06
2634821,1.3478712617143174e-06
23047,1.3481998166753328e-06
92894,1.3565455674324767e-06
761944,-1.3572733905675705e-06
2360371,-1.3759625971943024e-06
1141150,1.3765085213890416e-06
2739749,1.3816267028232687e-06
409102,1.3838459835824324e-06
120074,1.391609089296253e-06
706653,-1.4088009265833534e-06
2235280,1.4141730844130507e-06
206474,1.4237785990189877e-06
1822852,1.42621001941734e-06
37208,-1.4348916010931134e-06
473595,1.4391829381565913e-06
641860,-1.4463311117651756e-06
1417562,1.4621163018091465e-06
1138362,-1.4888686337144463e-06
