stimulus_number,r_score
1252334,5.783166834305575e-09
853528,1.0703561592606547e-08
2427392,1.7702825871879213e-08
1402284,-3.2805758110043826e-08
823377,3.509496693254732e-08
1315227,-4.831631983392981e-08
1684663,6.552657083602753e-08
2165738,-6.577508315785963e-08
1770756,6.902635618644126e-08
589775,7.471687268889582e-08
1896664,8.128275652552475e-08
1807891,9.29263208604425e-08
2101821,-1.0030093733348622e-07
775258,-1.0673569761365798e-07
1416093,1.1457804305337049e-07
2259129,-1.312186412860683e-07
710967,-1.3326152270565217e-07
1008352,-1.4210043275397766e-07
1614791,-1.4413940618851484e-07
2113663,-1.5399859876197297e-07
247833,-1.608350999049435e-07
2104924,-1.6225163790295483e-07
1987493,-1.639816531451288e-07
1187455,1.6502710309396207e-07
1283470,-1.7368758165048348e-07
1712820,1.7637266580550204e-07
1227936,1.768139412661185e-07
2122461,1.805293265988439e-07
2470422,1.8281997427038732e-07
74853,-1.8724439598827303e-07
851232,1.90002211297724e-07
1479980,-1.9035066145534074e-07
874224,1.925558308357722e-07
413191,2.10057720551049e-07
739522,-2.242273495767222e-07
1896851,2.2981657821219414e-07
376299,-2.4166266143765824e-07
793712,2.46336270492975e-07
2074725,-2.571972288478719e-07
24483,-2.7670313329508645e-07
723497,-2.7778153821600426e-07
1450056,2.7824685844279884e-07
1631361,-3.248416078349692e-07
2230280,-3.2516166470486496e-07
28457,-3.4764698852995934e-07
1030126,3.5728712077798264e-07
891618,-3.5733330605580704e-07
1861978,3.665234089567093e-07
255511,3.678938185203151e-07
1012247,-3.6829470673183096e-07
514089,-3.701764228480897e-07
2268750,3.7316837619982834e-07
1946500,3.7963411614327924e-07
1220656,-3.8248228406700946e-07
1784339,3.8637836041743867e-07
186187,4.0189968331105774e-07
2559588,-4.0389267041973653e-07
2507579,-4.2081603623955743e-07
1836099,4.218462663629907e-07
1422275,-4.285092245481792e-07
482996,-4.298570388527878e-07
304297,-4.590132220982923e-07
1182718,4.612462589648203e-07
1595165,-4.675784168739483e-07
1611654,4.689456432060979e-07
1182087,-4.70533592533684e-07
2163431,-4.7489564281022467e-07
1627156,4.861350930696062e-07
2179090,-4.967283757650875e-07
119222,5.127877216182242e-07
1968245,-5.144672741153045e-07
2121992,-5.146893045093748e-07
1089647,5.241066673988826e-07
2394511,-5.250466301731649e-07
162205,5.304423211782705e-07
2347841,5.322499418980442e-07
475929,-5.374827765081136e-07
2117388,5.435890102489793e-07
748849,-5.467690016303095e-07
2090335,-5.500361339727533e-07
1415381,-5.554427389142802e-07
817625,-5.590256932919146e-07
1904781,5.614778046947322e-07
1595598,-5.619381795440859e-07
72265,5.811575647385325e-07
533172,5.844449333380908e-07
2255924,-5.981063964100031e-07
2121739,6.023182095304946e-07
685938,6.026615437804139e-07
268906,-6.034248372088769e-07
38418,6.10428514846717e-07
1195028,-6.224148592082202e-07
1359372,-6.307444095909887e-07
857305,6.325474828372535e-07
2483592,6.362828344208538e-07
439236,6.411366371139593e-07
1335546,6.566347678926832e-07
2364413,6.710552611366438e-07
2537264,-7.155856565077556e-07
1866436,-7.224061846500263e-07
1451253,-7.418368568323785e-07
583504,-7.46791556593962e-07
1212370,7.614038963765779e-07
533453,-7.803212724866171e-07
866364,7.83807251991675e-07
46891,7.903116170382418e-07
2263753,-8.025981514947489e-07
2418108,8.209617590182461e-07
1022166,8.302534411086526e-07
1803660,-8.332220318152395e-07
980971,8.529349315722357e-07
2534114,-8.542842806491535e-07
520165,-8.553187740290014e-07
1507253,-8.576998880016617e-07
1438391,-8.704790275260166e-07
159851,8.723280302547209e-07
12492,-8.755520752856683e-07
530442,8.833047786538373e-07
917434,8.893505309970351e-07
1075257,9.085491115001787e-07
380343,9.14814393127017e-07
1902663,-9.154198892247223e-07
244492,-9.373017064717715e-07
480989,-9.397316489412333e-07
1531572,-9.534955438539328e-07
366148,9.606525281924405e-07
859339,-9.643958946981002e-07
1972606,-9.66410539149365e-07
1011105,9.702765737529262e-07
1786718,-9.729136536407168e-07
162813,9.902535111905308e-07
7045,9.90469516182202e-07
1088862,9.99482836050447e-07
1475163,-1.0052170864582877e-06
68762,1.0120065780938603e-06
865024,1.0138122661373927e-06
1782374,-1.030213979902328e-06
1630841,1.0314985274817445e-06
1092646,1.0768538913907832e-06
2433551,1.0793787623697426e-06
2019079,1.0956682672258466e-06
2554106,-1.1091732403656351e-06
923584,1.1319007171550766e-06
2008482,1.1506376722536515e-06
209001,-1.15910245312989e-06
1843152,-1.1685906429192983e-06
107758,-1.1725672948159627e-06
677931,1.1730307960533537e-06
1526629,1.1799725143646356e-06
2085354,1.1821259704447584e-06
756251,-1.1863135114253964e-06
539672,1.1947374787268927e-06
2314604,-1.2054089211233077e-06
